Date,Open,High,Low,Close,Volume
2000-01-03,94.20211769697437,94.20211769697437,91.42212265532673,92.41497802734375,8164300
2000-01-04,91.20365030394471,91.54122096694647,88.73144162490244,88.80094146728516,8089800
2000-01-05,88.9200941494533,89.93280625343323,87.21238354274205,88.95980834960938,12177900
2000-01-06,88.72150077750592,89.91292648176966,87.53007507324219,87.53007507324219,6227200
2000-01-07,89.15832347771726,92.61345672607422,88.99946677664337,92.61345672607422,8066500
2000-01-10,92.93122863769531,93.34822774055677,92.15680173238118,92.93122863769531,5741700
2000-01-11,92.65322731440455,92.83194121192483,91.18380193479332,91.81922912597656,7503700
2000-01-12,91.87878230150322,91.87878230150322,90.78664203208834,90.9057846069336,6907700
2000-01-13,91.79939212141366,92.61353338833513,91.04482216670596,92.136962890625,5158300
2000-01-14,93.109947665306,93.70566070219215,92.75251984317431,93.38794708251953,7437300
2000-01-18,92.35537225925202,93.16951336065588,92.25608675908083,92.65322875976562,6488500
2000-01-19,92.33551536287581,93.40779876708984,92.13694436209543,93.40779876708984,6157900
2000-01-20,93.3878960189424,93.3878960189424,91.38232989138272,91.97804260253906,5800100
2000-01-21,92.45459037196424,92.45459037196424,91.54116443615875,91.77944946289062,6244800
2000-01-24,92.55398457471313,92.67312722810259,88.58256279506442,89.17827606201172,7896900
2000-01-25,89.287457986426,90.19095611572266,88.32438855190101,90.19095611572266,9942500
2000-01-26,89.59523971293484,89.94273898043846,89.01938378392883,89.4760971069336,5158100
2000-01-27,90.13134887001732,90.36963399591293,87.76835470488577,89.11863708496094,10922700
2000-01-28,88.60234685369666,88.9994887042287,86.12021028787144,86.33863830566406,11916200
2000-01-31,86.29895647512762,88.75130832157913,85.78267187587467,88.68180847167969,10768700
2000-02-01,88.80097201531319,90.03211250389758,88.0265449337843,89.5555419921875,8419900
2000-02-02,89.77395607065615,90.38952621845318,89.19810012594282,89.63495635986328,6205900
2000-02-03,89.51573658031128,91.02487499648335,88.95973821645842,90.98516082763672,7997500
2000-02-04,90.98522554623723,91.50151010848127,90.31008419561041,90.60794067382812,4925400
2000-02-07,90.58811388359037,90.72711361993082,89.87325809669662,90.4689712524414,5845800
2000-02-08,91.4816299544211,91.8589147317456,91.26320192544375,91.70005798339844,4936400
2000-02-09,91.79939626429203,91.79939626429203,89.76404300513349,89.77397155761719,8511500
2000-02-10,89.99238143819848,90.58809446625362,89.51581101575435,89.95266723632812,6690600
2000-02-11,90.13138359417084,90.19095489859527,87.7088172142438,88.12581634521484,9849800
2000-02-14,88.82075022112939,88.82075022112939,87.8874671313925,88.64203643798828,8528800
2000-02-15,88.48321920545516,89.73421624538867,87.55986424740901,89.64485931396484,11078300
2000-02-16,89.19805282482999,89.55548046304168,88.19526972873606,88.3243408203125,8845400
2000-02-17,89.23780031365864,89.23780031365864,87.82794632561463,87.86766052246094,7584200
2000-02-18,88.24494862193049,88.24494862193049,85.54438313755098,85.98123931884766,9409200
2000-02-22,85.90180180331683,86.63651439386763,84.84937566009543,85.76280212402344,16415400
2000-02-23,86.17980737053284,87.35137618040875,85.46495182552381,86.77552032470703,12119000
2000-02-24,86.85493660596752,87.07336465870316,84.57137060009504,85.02808380126953,17375000
2000-02-25,85.90181916810334,86.8748171198456,84.59125049840966,84.72032165527344,10559900
2000-02-28,84.75008084075618,86.85493289537665,84.33308184880308,86.49750518798828,13397800
2000-02-29,86.45779263165497,87.33150482177734,86.25922167935444,87.33150482177734,8242500
2000-03-01,87.45063454518198,88.3243466069413,87.19249234511673,87.9669189453125,6868000
2000-03-02,88.12575944228875,88.40375868343162,87.27190463020709,88.02647399902344,7600200
2000-03-03,89.23776558672463,90.05190630525061,88.78105250072227,89.67462158203125,12770300
2000-03-06,89.47608279328867,89.81365345629042,88.16551433692891,88.80094146728516,11967100
2000-03-07,88.9598167522945,89.05910226206268,85.92168015338801,87.08332061767578,20062000
2000-03-08,86.71591787120524,87.58962989005869,85.80249166967663,86.97406005859375,11808500
2000-03-09,87.21234730650285,89.5157699584961,86.49749200071184,89.5157699584961,5500900
2000-03-10,89.07894454397973,90.23065626568076,88.66194547232935,89.03923034667969,7924600
2000-03-13,86.85491768235956,89.25762573895891,86.21949075830024,88.06620025634766,10540500
2000-03-14,88.50307685349473,89.01936134938678,86.51736725390992,86.81522369384766,8263900
2000-03-15,86.97407039937346,89.23777908100098,86.45778596321279,88.84063720703125,10300800
2000-03-16,89.9923547113041,93.3084895826165,89.51578443039693,92.99077606201172,25601400
2000-03-17,92.88864423913279,94.28217297825394,92.64975359814058,93.60531616210938,10272900
2000-03-20,93.56555278202366,93.86416624834926,92.23174596576928,93.1275863647461,12502300
2000-03-21,92.70948932297718,95.39700941286378,92.05253996767156,95.0386734008789,13612600
2000-03-22,95.27758404654114,96.09379402270248,94.72017235550413,95.61601257324219,8260000
2000-03-23,95.01878913090685,97.7660325627244,95.01878913090685,97.2484359741211,11654500
2000-03-24,97.38781630842482,99.21931244505096,96.65123634043387,97.8257827758789,11462900
2000-03-27,97.70631333370358,97.9651116371547,96.71093524350692,96.79056549072266,8798600
2000-03-28,96.35259202950051,97.4574616281859,95.93453326243036,96.23314666748047,6334400
2000-03-29,96.55166290150765,97.13893590266116,95.33730178047838,96.33267974853516,6747500
2000-03-30,95.65577044011967,96.78054692916581,93.72473823768644,94.7201156616211,9491900
2000-03-31,95.31741500435922,97.02946548271655,94.5609275836897,95.79519653320312,9249100
2000-04-03,95.6359581561128,96.35263061523439,94.7202100139019,96.35263061523438,8508200
2000-04-04,96.67113391326725,97.46743649904376,90.0717762336445,95.63594055175781,19585500
2000-04-05,94.20255603958086,96.07386632439078,94.04329558980979,95.0386734008789,8387200
2000-04-06,95.71553859130428,96.63128625669529,94.91923627357296,95.8648452758789,6378500
2000-04-07,96.55170668957405,96.91004292058689,95.87484936432755,96.47207641601562,6023600
2000-04-10,96.67113806402705,97.53711716324146,95.75539005106468,96.09381866455078,9624200
2000-04-11,95.5562880845172,96.5914812054328,94.5210949636016,95.8150863647461,9006400
2000-04-12,95.79519236727012,96.2928814381724,93.10767138439783,93.18730163574219,10779200
2000-04-13,93.94378953004833,94.3817559148038,91.59469710272354,91.893310546875,12225800
2000-04-14,90.858137754833,90.97758315941866,85.04512806499706,86.63773345947266,29604000
2000-04-17,86.12014878918392,89.66369628906249,85.80162766559933,89.6636962890625,23918200
2000-04-18,89.54423097168603,92.03267669677734,89.04654182666776,92.03267669677734,11069200
2000-04-19,92.0525222711688,92.45067331905447,90.79834647032891,91.17658996582031,6553700
2000-04-20,91.45532540558008,91.69421611190724,90.69883816887742,91.61458587646484,8537600
2000-04-24,90.14147340476198,91.29611241922227,89.50443118988734,90.61925506591797,12893100
2000-04-25,92.13224217982714,94.38179779052733,92.0127967491705,94.38179779052734,14102000
2000-04-26,94.26228994140625,94.75997890625,93.00811374999999,93.31668090820312,7711100
2000-04-27,91.0969919701145,93.86414273144447,91.0969919701145,93.00811767578125,15595300
2000-04-28,93.64520120384516,94.19265933163125,92.41093197029109,92.43083953857422,8743400
2000-05-01,93.3665069437412,94.5908225465216,92.90863281587211,93.68502807617188,7328300
2000-05-02,92.68960764505299,93.72480085758366,91.81367492675783,91.81367492675781,9411900
2000-05-03,91.73408359236234,91.73408359236234,89.04656161211734,89.6636962890625,12630700
2000-05-04,90.45996050710666,90.68889746701682,89.66365803785396,90.34051513671875,5963600
2000-05-05,89.86273503319102,91.73404586463097,89.78310478504463,91.43543243408203,7862400
2000-05-08,90.93773326850766,91.33588446495472,90.36041403365944,90.74861145019531,5064100
2000-05-09,91.13684219029666,91.35582542841226,89.35511493471965,90.02201843261719,5620300
