Date,Open,High,Low,Close,Volume
2000-01-03,0.7890163997349472,0.8463820120842969,0.7650353977636801,0.8421503305435181,535796800
2000-01-04,0.8144080813269432,0.8322758604832294,0.7612741383785483,0.7711488008499146,512377600
2000-01-05,0.7805525289242127,0.8318057876126348,0.7749103516967237,0.782433271408081,778321600
2000-01-06,0.7984208064004293,0.8050033770288983,0.7147224545478821,0.7147224545478821,767972800
2000-01-07,0.7260080133246739,0.7598636873949384,0.718485093824127,0.7485784292221069,460734400
2000-01-10,0.7673863696705593,0.7692671116434155,0.7128418892356713,0.7354122996330261,505064000
2000-01-11,0.7217764021916082,0.7476381055639649,0.6808680055564764,0.6977953910827637,441548800
2000-01-12,0.714722542592705,0.7184848801460668,0.6507735521429487,0.6559464335441589,976068800
2000-01-13,0.7108431673068488,0.7429352136018011,0.6959144546539612,0.7278885245323181,1032684800
2000-01-14,0.7523398029979731,0.7692671855166645,0.7476379727263639,0.7556310892105103,390376000
2000-01-18,0.7598634059834942,0.79748050076068,0.7556309209389833,0.7819628119468689,459177600
2000-01-19,0.7946588780034443,0.8181696909458214,0.7777314422447832,0.8017124533653259,597643200
2000-01-20,0.8689526771809338,0.9140927029021233,0.8539060354232788,0.8539060354232788,1831132800
2000-01-21,0.8595480560951784,0.8595480560951784,0.8289844795438204,0.8374485969543457,495924800
2000-01-24,0.8158185919186416,0.848262862603633,0.7908972395034265,0.7993614077568054,440876800
2000-01-25,0.7899570030013092,0.8510849726274756,0.7702084797191857,0.8445014953613281,497145600
2000-01-26,0.8275742525272592,0.8590781870238882,0.825693560045173,0.828984797000885,367158400
2000-01-27,0.8186397573083714,0.8501445388289692,0.8050036599318243,0.8275740742683411,340144000
2000-01-28,0.8139377790453967,0.8341564444491161,0.7570423122642328,0.7645652294158936,423348800
2000-01-31,0.7598634547073341,0.7814926640679287,0.7109611028010431,0.7805522680282593,701680000
2000-02-01,0.7824331862010578,0.7899569589030533,0.7523398532369561,0.7542205452919006,318035200
2000-02-02,0.7579828071174942,0.7683268132715775,0.7297693152474993,0.7434054613113403,464195200
2000-02-03,0.754690617817896,0.7843146517600056,0.7542204197703574,0.7772610783576965,475193600
2000-02-04,0.7819630334272543,0.8275740594128421,0.779612093037055,0.8125274181365967,425320000
2000-02-07,0.8125273780446204,0.8595481422688019,0.7970104891870416,0.8581375479698181,441067200
2000-02-08,0.8576673029790828,0.8736543388381588,0.8369784872768857,0.8642507791519165,408643200
2000-02-09,0.8586079014787922,0.8811783183817581,0.8459121486971228,0.8473226428031921,299364800
2000-02-10,0.8492041544924462,0.8567271238024887,0.8275740858906535,0.8539060354232788,302982400
2000-02-11,0.85484630295653,0.8586077874870508,0.8144081092805143,0.8181695938110352,212251200
2000-02-14,0.8224011323781965,0.8717736372089983,0.8172291042950475,0.8713034391403198,367539200
2000-02-15,0.8670722898015863,0.9023384683653817,0.866602091498434,0.89528489112854,485744000
2000-02-16,0.885880186103062,0.8887020783057388,0.8435612451967891,0.8586078882217407,378246400
2000-02-17,0.8666016690734771,0.8689525589950376,0.8510848312883553,0.8642507791519165,289497600
2000-02-18,0.8623701177639375,0.8680122946114499,0.8341566720966156,0.8369786143302917,233441600
2000-02-22,0.8285148055202559,0.8797680799508691,0.8026530440321759,0.8562572598457336,422296000
2000-02-23,0.8519072715432298,0.8952845290792774,0.8350969607536722,0.8745948076248169,473099200
2000-02-24,0.8825888639929843,0.8962250123880106,0.8407400727146331,0.8667189478874207,376432000
2000-02-25,0.8637804999040205,0.8802377322904791,0.828514291620758,0.830394983291626,249144000
2000-02-28,0.8285143351157692,0.8651910389655711,0.8153483877982999,0.8520250916481018,328328000
2000-02-29,0.8543761030429263,0.8821185957887508,0.8468524308601117,0.8623700737953186,368961600
2000-03-01,0.891993493752919,0.9935588259492883,0.8915232955075941,0.9803928732872009,1077003200
2000-03-02,0.9554720584626535,0.9625248289738577,0.9079802429167171,0.917854905128479,311259200
2000-03-03,0.939484182392842,0.9647586626109066,0.9028083267623396,0.9629949927330017,323366400
2000-03-06,0.9479486587746899,0.971459476739471,0.9404248836274063,0.945597767829895,210560000
2000-03-07,0.9512398031357795,0.9587635771508985,0.9112717500892147,0.9244377017021179,273011200
2000-03-08,0.9244374775458409,0.9324314478304487,0.8919932063814355,0.917854905128479,271230400
2000-03-09,0.9093905743555302,0.9404242422686947,0.8896420592256725,0.9197354316711426,276718400
2000-03-10,0.9155039931362601,0.9625248058741805,0.9103311110906352,0.9460675716400146,248606400
2000-03-13,0.9187956539147586,0.9517101358043243,0.8990463219121972,0.9126824736595154,303956800
2000-03-14,0.9119767971152953,0.9347823594516594,0.8576673590742435,0.8595481514930725,428579200
2000-03-15,0.8698930273911932,0.9046889935804953,0.8586077704379507,0.8745948076248169,443609600
2000-03-16,0.8825885755436094,0.9178547317468386,0.8614286608356408,0.9145626425743103,378100800
2000-03-17,0.903748992939212,0.9404248595237732,0.8999866032207307,0.9404248595237732,305043200
2000-03-20,0.9291404327735782,0.9498292553884886,0.9206762619250223,0.925378143787384,204489600
2000-03-21,0.9220867606032218,1.0288248618351301,0.9150339887681918,1.0151888132095337,524328000
2000-03-22,0.9989666479054636,1.0861913759639001,0.9897972306730939,1.084779977798462,567996800
2000-03-23,1.0683228625442418,1.1313315370894292,1.0532762172873826,1.0631508827209473,562564800
2000-03-24,1.0716137084458286,1.0828989639729336,1.0194201173264377,1.0434011220932007,446913600
2000-03-27,1.0354083673548868,1.0890124682787012,1.0297652858803616,1.0499848127365112,279182400
2000-03-28,1.0325858237199506,1.068322173281996,1.0316454278321698,1.046692967414856,202966400
2000-03-29,1.0485742727140004,1.0490443704399313,1.0068425524732716,1.0227124691009521,239836800
2000-03-30,1.004843738234734,1.0358782179585337,0.9437165812272249,0.9460675716400146,414400000
2000-03-31,0.9587633712796473,1.032586181681321,0.9479483125800533,1.021772027015686,404633600
2000-04-03,1.0194204234728488,1.0495146146631849,0.9738101940955063,1.0029631853103638,328563200
2000-04-04,0.997791085195929,1.0006121735747193,0.8783571420495669,0.9578230381011963,660329600
